Genome	map00010	map00020	map00030	map00040	map00051	map00052	map00053	map00061	map00130	map00220	map00230	map00240	map00250	map00260	map00261	map00270	map00280	map00290	map00300	map00310	map00311	map00330	map00332	map00340	map00350	map00360	map00362	map00380	map00400	map00401	map00430	map00440	map00450	map00460	map00470	map00480	map00500	map00510	map00513	map00520	map00521	map00523	map00525	map00540	map00541	map00550	map00552	map00561	map00562	map00564	map00566	map00600	map00620	map00621	map00622	map00625	map00626	map00630	map00640	map00643	map00650	map00660	map00670	map00680	map00710	map00720	map00730	map00740	map00750	map00760	map00770	map00780	map00790	map00791	map00860	map00900	map00909	map00910	map00920	map00940	map00970	map00984	map00997	map00998	map00999	map01040	map01053	map01055	map01100	map01110	map01120	map01200	map01210	map01212	map01220	map01230	map01232	map01240	map01250	map01310	map01320	rn00010	rn00020	rn00030	rn00040	rn00051	rn00052	rn00053	rn00061	rn00130	rn00220	rn00230	rn00240	rn00250	rn00260	rn00261	rn00270	rn00280	rn00290	rn00300	rn00310	rn00311	rn00330	rn00332	rn00340	rn00350	rn00360	rn00362	rn00380	rn00400	rn00401	rn00430	rn00440	rn00450	rn00460	rn00470	rn00480	rn00500	rn00510	rn00513	rn00520	rn00521	rn00523	rn00525	rn00540	rn00541	rn00550	rn00552	rn00561	rn00562	rn00564	rn00566	rn00600	rn00620	rn00621	rn00622	rn00625	rn00626	rn00630	rn00640	rn00643	rn00650	rn00660	rn00670	rn00680	rn00710	rn00720	rn00730	rn00740	rn00750	rn00760	rn00770	rn00780	rn00790	rn00791	rn00860	rn00900	rn00909	rn00910	rn00920	rn00940	rn00970	rn00984	rn00997	rn00998	rn00999	rn01040	rn01053	rn01055	rn01100	rn01110	rn01120	rn01200	rn01210	rn01212	rn01220	rn01230	rn01232	rn01240	rn01250	rn01310	rn01320
GCF_013388295.1	4	2	4	2	1	1	0	0	1	3	10	9	7	3	1	3	0	0	6	0	0	2	2	0	0	0	0	0	6	0	0	0	0	0	6	2	1	0	0	6	0	0	0	2	3	4	0	1	1	2	1	0	4	0	0	0	0	2	0	0	1	0	3	0	6	4	4	4	1	2	3	0	0	0	3	6	0	2	0	0	4	0	0	0	0	0	0	0	89	43	20	11	3	0	0	23	7	28	7	0	0	4	2	4	2	1	1	0	0	1	3	10	9	7	3	1	3	0	0	6	0	0	2	2	0	0	0	0	0	6	0	0	0	0	0	6	2	1	0	0	6	0	0	0	2	3	4	0	1	1	2	1	0	4	0	0	0	0	2	0	0	1	0	3	0	6	4	4	4	1	2	3	0	0	0	3	6	0	2	0	0	4	0	0	0	0	0	0	0	89	43	20	11	3	0	0	23	7	28	7	0	0
GCF_013389455.1	2	2	4	1	1	0	0	0	2	2	9	6	5	8	3	8	1	0	6	0	0	0	0	9	1	0	0	1	7	1	0	0	0	0	6	0	0	0	0	5	4	4	2	2	5	5	1	0	1	2	0	0	4	0	0	0	0	2	2	1	0	0	5	0	5	3	3	6	1	1	3	3	1	0	9	3	0	2	3	0	5	0	0	2	0	0	1	1	109	57	29	11	4	0	0	28	6	33	9	1	1	2	2	4	1	1	0	0	0	2	2	9	6	5	8	3	8	1	0	6	0	0	0	0	9	1	0	0	1	7	1	0	0	0	0	6	0	0	0	0	5	4	4	2	2	5	5	1	0	1	2	0	0	4	0	0	0	0	2	2	1	0	0	5	0	5	3	3	6	1	1	3	3	1	0	9	3	0	2	3	0	5	0	0	2	0	0	1	1	109	57	29	11	4	0	0	28	6	33	9	1	1
GCF_013393365.1	5	3	5	2	1	1	0	0	4	0	10	6	5	6	1	10	1	1	4	0	0	3	2	1	0	0	0	0	11	0	0	0	1	0	5	2	1	0	0	6	0	0	0	2	4	5	1	1	1	1	1	0	8	0	0	0	0	2	1	0	0	0	5	1	7	6	4	5	0	1	3	4	3	0	19	6	0	0	1	0	4	0	0	1	0	0	1	0	129	64	26	16	3	0	0	28	5	44	8	0	0	5	3	5	2	1	1	0	0	4	0	10	6	5	6	1	10	1	1	4	0	0	3	2	1	0	0	0	0	11	0	0	0	1	0	5	2	1	0	0	6	0	0	0	2	4	5	1	1	1	1	1	0	8	0	0	0	0	2	1	0	0	0	5	1	7	6	4	5	0	1	3	4	3	0	19	6	0	0	1	0	4	0	0	1	0	0	1	0	129	64	26	16	3	0	0	28	5	44	8	0	0
GCF_013394595.1	3	4	3	7	2	2	1	0	1	2	10	6	6	9	3	10	1	1	6	0	0	3	2	9	1	1	0	1	8	1	0	0	0	0	6	3	2	0	0	9	4	4	2	3	8	5	1	1	1	2	0	0	8	0	0	0	0	4	2	1	0	0	6	2	6	5	2	5	1	1	3	0	2	0	8	4	0	2	4	0	5	0	0	4	0	0	0	1	132	66	34	16	5	0	0	35	7	29	15	0	0	3	4	3	7	2	2	1	0	1	2	10	6	6	9	3	10	1	1	6	0	0	3	2	9	1	1	0	1	8	1	0	0	0	0	6	3	2	0	0	9	4	4	2	3	8	5	1	1	1	2	0	0	8	0	0	0	0	4	2	1	0	0	6	2	6	5	2	5	1	1	3	0	2	0	8	4	0	2	4	0	5	0	0	4	0	0	0	1	132	66	34	16	5	0	0	35	7	29	15	0	0
GCF_013394655.1	3	4	4	4	2	2	0	0	1	2	10	6	6	9	3	8	2	1	6	0	0	3	2	9	1	1	0	1	8	1	0	0	0	0	6	3	1	0	0	8	5	5	2	3	7	5	1	1	1	2	0	0	10	0	0	0	0	8	3	1	1	0	6	2	7	6	2	6	1	1	3	0	3	0	8	3	0	3	2	0	4	0	0	2	0	0	0	1	134	69	37	19	5	0	0	34	7	30	14	1	0	3	4	4	4	2	2	0	0	1	2	10	6	6	9	3	8	2	1	6	0	0	3	2	9	1	1	0	1	8	1	0	0	0	0	6	3	1	0	0	8	5	5	2	3	7	5	1	1	1	2	0	0	10	0	0	0	0	8	3	1	1	0	6	2	7	6	2	6	1	1	3	0	3	0	8	3	0	3	2	0	4	0	0	2	0	0	0	1	134	69	37	19	5	0	0	34	7	30	14	1	0
GCF_013403565.1	4	3	5	2	2	1	0	0	1	3	15	10	7	6	1	9	0	1	6	0	0	6	2	5	0	0	0	0	12	0	0	2	0	0	6	3	3	0	0	11	6	6	3	2	13	5	1	1	1	2	1	0	10	0	0	0	0	7	0	0	2	0	9	5	7	8	6	6	1	2	3	4	6	0	14	8	0	1	4	0	4	0	1	2	0	0	0	2	174	86	44	24	6	0	0	42	10	47	19	0	1	4	3	5	2	2	1	0	0	1	3	15	10	7	6	1	9	0	1	6	0	0	6	2	5	0	0	0	0	12	0	0	2	0	0	6	3	3	0	0	11	6	6	3	2	13	5	1	1	1	2	1	0	10	0	0	0	0	7	0	0	2	0	9	5	7	8	6	6	1	2	3	4	6	0	14	8	0	1	4	0	4	0	1	2	0	0	0	2	174	86	44	24	6	0	0	42	10	47	19	0	1
GCF_013409125.2	4	1	6	4	1	2	4	0	1	13	17	8	13	9	1	8	0	1	7	0	0	9	2	9	0	0	2	0	13	1	0	2	1	1	7	6	3	0	0	9	4	4	2	2	10	5	1	5	1	3	2	0	11	0	0	1	0	18	4	0	1	0	9	6	5	5	4	9	3	3	5	4	8	3	18	8	0	13	3	0	4	0	0	1	0	0	0	1	225	103	61	27	5	0	2	49	9	60	14	4	0	4	1	6	4	1	2	4	0	1	13	17	8	13	9	1	8	0	1	7	0	0	9	2	9	0	0	2	0	13	1	0	2	1	1	7	6	3	0	0	9	4	4	2	2	10	5	1	5	1	3	2	0	11	0	0	1	0	18	4	0	1	0	9	6	5	5	4	9	3	3	5	4	8	3	18	8	0	13	3	0	4	0	0	1	0	0	0	1	225	103	61	27	5	0	2	49	9	60	14	4	0
GCF_013414345.1	4	3	5	2	3	3	2	0	2	3	14	6	7	7	1	7	0	1	7	0	0	2	2	5	0	1	1	0	13	1	0	0	0	0	6	1	2	0	0	11	4	4	2	0	7	6	1	3	2	1	1	0	5	1	1	0	0	6	2	0	2	0	4	1	4	4	2	6	0	4	3	0	1	0	5	7	0	2	1	0	4	0	0	1	0	0	1	1	130	76	31	18	4	0	1	39	8	30	14	0	0	4	3	5	2	3	3	2	0	2	3	14	6	7	7	1	7	0	1	7	0	0	2	2	5	0	1	1	0	13	1	0	0	0	0	6	1	2	0	0	11	4	4	2	0	7	6	1	3	2	1	1	0	5	1	1	0	0	6	2	0	2	0	4	1	4	4	2	6	0	4	3	0	1	0	5	7	0	2	1	0	4	0	0	1	0	0	1	1	130	76	31	18	4	0	1	39	8	30	14	0	0
GCF_013416015.1	3	2	3	2	1	1	0	0	0	2	10	5	6	6	1	5	0	1	5	0	0	3	2	3	0	0	0	0	12	1	0	2	1	0	5	0	2	0	0	7	0	0	0	2	8	5	1	1	0	2	1	0	3	0	0	0	0	3	2	0	0	0	6	2	4	3	3	5	0	3	3	2	3	0	7	7	0	1	1	0	4	0	0	3	0	0	0	0	113	64	28	13	4	0	0	33	3	31	12	0	0	3	2	3	2	1	1	0	0	0	2	10	5	6	6	1	5	0	1	5	0	0	3	2	3	0	0	0	0	12	1	0	2	1	0	5	0	2	0	0	7	0	0	0	2	8	5	1	1	0	2	1	0	3	0	0	0	0	3	2	0	0	0	6	2	4	3	3	5	0	3	3	2	3	0	7	7	0	1	1	0	4	0	0	3	0	0	0	0	113	64	28	13	4	0	0	33	3	31	12	0	0
GCF_013423785.1	5	4	6	2	2	1	0	0	1	3	15	10	6	7	1	9	0	1	6	0	0	6	2	5	0	0	0	0	12	0	0	2	0	0	6	3	2	0	0	9	3	3	2	2	7	5	1	2	2	2	1	0	10	0	0	0	0	8	0	0	1	0	9	4	7	8	6	8	1	3	3	4	8	0	14	8	0	1	4	0	4	0	1	2	0	0	0	1	171	88	46	27	6	0	0	45	9	51	12	0	1	5	4	6	2	2	1	0	0	1	3	15	10	6	7	1	9	0	1	6	0	0	6	2	5	0	0	0	0	12	0	0	2	0	0	6	3	2	0	0	9	3	3	2	2	7	5	1	2	2	2	1	0	10	0	0	0	0	8	0	0	1	0	9	4	7	8	6	8	1	3	3	4	8	0	14	8	0	1	4	0	4	0	1	2	0	0	0	1	171	88	46	27	6	0	0	45	9	51	12	0	1
GCF_013423865.1	4	3	7	8	1	2	3	0	0	2	13	7	6	4	2	6	1	0	5	0	0	2	2	5	0	0	0	0	7	0	0	0	0	0	6	2	3	0	0	11	5	5	3	0	7	6	1	3	1	1	1	0	6	0	0	0	0	3	0	0	1	0	3	0	7	2	4	3	0	5	3	0	1	0	1	8	0	1	0	0	5	0	0	0	0	0	0	2	117	61	22	13	3	0	0	31	5	24	15	0	0	4	3	7	8	1	2	3	0	0	2	13	7	6	4	2	6	1	0	5	0	0	2	2	5	0	0	0	0	7	0	0	0	0	0	6	2	3	0	0	11	5	5	3	0	7	6	1	3	1	1	1	0	6	0	0	0	0	3	0	0	1	0	3	0	7	2	4	3	0	5	3	0	1	0	1	8	0	1	0	0	5	0	0	0	0	0	0	2	117	61	22	13	3	0	0	31	5	24	15	0	0
GCF_013466985.1	4	2	7	2	4	1	1	0	1	4	16	6	9	10	1	7	1	1	6	0	0	3	2	7	1	2	1	0	12	1	0	0	1	0	7	5	1	0	0	9	4	3	2	0	7	5	1	2	2	1	0	0	7	0	0	0	0	10	1	1	1	0	9	4	6	6	2	9	0	5	3	4	4	0	10	6	0	7	0	0	4	0	0	0	0	0	1	1	165	77	47	22	4	0	1	39	8	43	13	4	0	4	2	7	2	4	1	1	0	1	4	16	6	9	10	1	7	1	1	6	0	0	3	2	7	1	2	1	0	12	1	0	0	1	0	7	5	1	0	0	9	4	3	2	0	7	5	1	2	2	1	0	0	7	0	0	0	0	10	1	1	1	0	9	4	6	6	2	9	0	5	3	4	4	0	10	6	0	7	0	0	4	0	0	0	0	0	1	1	165	77	47	22	4	0	1	39	8	43	13	4	0
GCF_013744875.1	5	4	5	4	1	3	2	1	6	8	18	7	12	11	1	13	4	2	8	0	0	3	2	10	1	3	1	0	16	1	1	0	0	0	7	3	3	0	0	12	4	3	2	0	7	6	1	10	2	2	2	0	11	1	1	0	0	15	5	1	4	0	9	5	7	11	5	14	0	5	4	4	7	1	15	11	0	9	1	0	4	4	0	0	0	1	5	1	233	108	69	30	6	1	2	49	7	62	14	4	1	5	4	5	4	1	3	2	1	6	8	18	7	12	11	1	13	4	2	8	0	0	3	2	10	1	3	1	0	16	1	1	0	0	0	7	3	3	0	0	12	4	3	2	0	7	6	1	10	2	2	2	0	11	1	1	0	0	15	5	1	4	0	9	5	7	11	5	14	0	5	4	4	7	1	15	11	0	9	1	0	4	4	0	0	0	1	5	1	233	108	69	30	6	1	2	49	7	62	14	4	1
GCF_013745115.1	4	0	5	1	1	0	0	0	4	2	5	5	6	2	0	1	0	0	0	6	0	1	0	2	0	0	0	0	5	0	0	0	0	0	4	0	1	0	0	4	0	0	0	0	1	1	1	1	1	1	0	0	3	0	0	0	0	5	1	0	1	3	3	0	8	2	1	1	0	1	2	0	0	0	1	7	0	3	1	0	5	0	0	1	0	0	0	0	70	29	18	14	0	0	0	15	8	10	4	0	0	4	0	5	1	1	0	0	0	4	2	5	5	6	2	0	1	0	0	0	6	0	1	0	2	0	0	0	0	5	0	0	0	0	0	4	0	1	0	0	4	0	0	0	0	1	1	1	1	1	1	0	0	3	0	0	0	0	5	1	0	1	3	3	0	8	2	1	1	0	1	2	0	0	0	1	7	0	3	1	0	5	0	0	1	0	0	0	0	70	29	18	14	0	0	0	15	8	10	4	0	0
GCF_014023125.1	5	1	4	5	2	1	2	0	0	1	6	3	5	6	1	4	0	0	2	1	0	0	0	7	0	0	0	0	6	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	2	1	1	1	1	1	0	0	5	0	0	0	0	4	1	0	2	3	3	0	8	2	1	2	0	1	2	0	0	0	1	7	0	2	1	0	5	0	0	1	0	0	0	0	75	32	22	14	2	0	0	22	8	8	6	0	0	5	1	4	5	2	1	2	0	0	1	6	3	5	6	1	4	0	0	2	1	0	0	0	7	0	0	0	0	6	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	2	1	1	1	1	1	0	0	5	0	0	0	0	4	1	0	2	3	3	0	8	2	1	2	0	1	2	0	0	0	1	7	0	2	1	0	5	0	0	1	0	0	0	0	75	32	22	14	2	0	0	22	8	8	6	0	0
GCF_014041995.1	5	2	3	6	3	3	1	0	2	3	14	5	7	8	1	8	0	1	7	0	0	3	2	5	0	0	0	0	14	1	0	0	0	0	7	1	2	0	0	9	4	3	2	0	5	6	1	6	3	1	1	0	7	0	0	0	0	4	0	0	0	0	5	3	6	6	3	3	0	3	3	0	1	0	1	7	0	2	1	0	4	0	0	1	0	0	1	1	126	68	24	16	4	0	0	42	7	24	11	0	0	5	2	3	6	3	3	1	0	2	3	14	5	7	8	1	8	0	1	7	0	0	3	2	5	0	0	0	0	14	1	0	0	0	0	7	1	2	0	0	9	4	3	2	0	5	6	1	6	3	1	1	0	7	0	0	0	0	4	0	0	0	0	5	3	6	6	3	3	0	3	3	0	1	0	1	7	0	2	1	0	4	0	0	1	0	0	1	1	126	68	24	16	4	0	0	42	7	24	11	0	0
GCF_014042035.1	4	3	6	11	2	5	4	0	5	3	13	5	6	11	4	19	0	1	7	1	0	6	4	5	0	0	0	0	11	0	0	0	0	0	7	5	2	0	0	13	0	0	0	0	3	6	1	5	2	3	1	0	8	0	0	0	0	7	3	0	2	0	5	2	8	3	7	6	0	5	4	5	3	0	12	8	0	7	4	0	6	0	0	2	0	0	2	0	197	93	50	22	7	0	0	43	4	52	10	6	2	4	3	6	11	2	5	4	0	5	3	13	5	6	11	4	19	0	1	7	1	0	6	4	5	0	0	0	0	11	0	0	0	0	0	7	5	2	0	0	13	0	0	0	0	3	6	1	5	2	3	1	0	8	0	0	0	0	7	3	0	2	0	5	2	8	3	7	6	0	5	4	5	3	0	12	8	0	7	4	0	6	0	0	2	0	0	2	0	197	93	50	22	7	0	0	43	4	52	10	6	2
GCF_014055005.1	3	5	5	3	1	1	0	0	1	3	14	9	6	9	1	6	0	1	7	0	0	4	2	4	0	0	0	0	12	0	0	0	0	0	6	4	2	0	0	8	4	4	2	2	8	5	1	2	1	1	1	0	10	0	0	0	0	10	3	0	1	0	6	7	7	7	6	7	1	3	3	4	5	0	10	8	0	1	3	0	4	0	1	1	0	0	0	1	161	86	47	31	7	0	0	41	9	45	13	0	1	3	5	5	3	1	1	0	0	1	3	14	9	6	9	1	6	0	1	7	0	0	4	2	4	0	0	0	0	12	0	0	0	0	0	6	4	2	0	0	8	4	4	2	2	8	5	1	2	1	1	1	0	10	0	0	0	0	10	3	0	1	0	6	7	7	7	6	7	1	3	3	4	5	0	10	8	0	1	3	0	4	0	1	1	0	0	0	1	161	86	47	31	7	0	0	41	9	45	13	0	1
GCF_014058425.1	4	1	7	2	1	3	0	0	0	2	13	6	6	7	3	9	1	0	6	0	0	2	2	5	0	0	0	0	1	0	0	2	0	0	6	0	1	0	0	9	0	0	0	0	2	6	1	8	1	1	1	0	3	0	0	0	0	3	0	0	1	0	7	2	5	4	2	9	0	3	3	0	1	0	2	7	0	1	0	0	5	0	0	0	0	0	0	0	106	54	23	15	4	0	0	26	5	25	8	0	0	4	1	7	2	1	3	0	0	0	2	13	6	6	7	3	9	1	0	6	0	0	2	2	5	0	0	0	0	1	0	0	2	0	0	6	0	1	0	0	9	0	0	0	0	2	6	1	8	1	1	1	0	3	0	0	0	0	3	0	0	1	0	7	2	5	4	2	9	0	3	3	0	1	0	2	7	0	1	0	0	5	0	0	0	0	0	0	0	106	54	23	15	4	0	0	26	5	25	8	0	0
GCF_014058705.1	5	4	9	6	2	3	0	0	0	3	15	7	7	11	1	10	1	1	6	0	0	4	2	8	0	0	1	0	11	0	0	0	0	0	6	4	3	0	0	9	4	4	2	2	9	5	1	4	1	1	2	0	7	0	0	0	0	10	1	0	1	0	8	4	6	7	4	5	1	3	3	0	2	0	12	8	0	2	3	0	4	0	0	1	0	0	0	1	166	81	42	25	4	0	0	40	8	38	14	0	1	5	4	9	6	2	3	0	0	0	3	15	7	7	11	1	10	1	1	6	0	0	4	2	8	0	0	1	0	11	0	0	0	0	0	6	4	3	0	0	9	4	4	2	2	9	5	1	4	1	1	2	0	7	0	0	0	0	10	1	0	1	0	8	4	6	7	4	5	1	3	3	0	2	0	12	8	0	2	3	0	4	0	0	1	0	0	0	1	166	81	42	25	4	0	0	40	8	38	14	0	1
GCF_014069315.1	2	1	7	10	1	2	2	0	0	1	5	6	5	5	2	7	1	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	1	0	0	8	1	1	1	0	3	5	0	6	1	2	1	0	4	0	0	0	0	2	0	0	1	0	3	1	3	2	4	7	0	4	4	0	1	0	1	7	0	1	0	0	6	0	0	0	0	0	0	1	93	38	17	10	2	0	0	17	5	27	9	0	0	2	1	7	10	1	2	2	0	0	1	5	6	5	5	2	7	1	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	1	0	0	8	1	1	1	0	3	5	0	6	1	2	1	0	4	0	0	0	0	2	0	0	1	0	3	1	3	2	4	7	0	4	4	0	1	0	1	7	0	1	0	0	6	0	0	0	0	0	0	1	93	38	17	10	2	0	0	17	5	27	9	0	0
GCF_014069875.1	5	1	4	4	3	1	1	0	6	3	14	6	7	10	1	8	1	1	5	0	0	2	2	4	1	0	0	0	12	1	0	0	0	0	7	1	3	0	0	9	5	4	2	0	6	6	1	10	3	1	1	0	4	0	0	0	0	5	0	0	1	0	4	4	6	4	3	2	0	3	3	0	1	0	0	12	0	2	1	0	4	0	0	1	0	0	1	1	130	74	23	16	4	0	1	36	8	24	11	0	0	5	1	4	4	3	1	1	0	6	3	14	6	7	10	1	8	1	1	5	0	0	2	2	4	1	0	0	0	12	1	0	0	0	0	7	1	3	0	0	9	5	4	2	0	6	6	1	10	3	1	1	0	4	0	0	0	0	5	0	0	1	0	4	4	6	4	3	2	0	3	3	0	1	0	0	12	0	2	1	0	4	0	0	1	0	0	1	1	130	74	23	16	4	0	1	36	8	24	11	0	0
GCF_014070455.1	4	4	5	3	2	1	1	1	3	9	14	8	11	9	1	9	2	1	7	0	0	2	2	6	0	5	3	0	15	2	1	0	0	1	6	7	3	0	0	10	4	3	2	0	6	6	1	3	2	2	1	0	11	2	2	0	0	12	1	0	2	0	8	3	6	9	6	11	0	4	3	4	5	1	14	8	0	13	2	0	4	3	0	1	0	1	2	1	198	96	61	23	5	1	4	46	8	52	13	6	1	4	4	5	3	2	1	1	1	3	9	14	8	11	9	1	9	2	1	7	0	0	2	2	6	0	5	3	0	15	2	1	0	0	1	6	7	3	0	0	10	4	3	2	0	6	6	1	3	2	2	1	0	11	2	2	0	0	12	1	0	2	0	8	3	6	9	6	11	0	4	3	4	5	1	14	8	0	13	2	0	4	3	0	1	0	1	2	1	198	96	61	23	5	1	4	46	8	52	13	6	1
GCF_014075995.1	1	1	6	10	2	4	2	0	1	1	10	7	5	9	3	7	1	1	6	0	0	2	2	6	1	1	0	1	10	1	0	0	1	0	5	3	2	0	0	10	3	3	2	3	10	4	1	3	2	2	1	0	5	0	0	0	0	4	1	1	0	0	6	1	5	4	2	12	1	2	2	3	2	0	9	7	0	5	1	0	5	0	0	0	0	0	0	1	149	69	35	12	5	0	0	31	6	41	17	4	1	1	1	6	10	2	4	2	0	1	1	10	7	5	9	3	7	1	1	6	0	0	2	2	6	1	1	0	1	10	1	0	0	1	0	5	3	2	0	0	10	3	3	2	3	10	4	1	3	2	2	1	0	5	0	0	0	0	4	1	1	0	0	6	1	5	4	2	12	1	2	2	3	2	0	9	7	0	5	1	0	5	0	0	0	0	0	0	1	149	69	35	12	5	0	0	31	6	41	17	4	1
GCF_014076555.1	4	2	7	6	3	3	1	0	0	1	11	6	6	5	1	11	1	1	3	0	0	4	2	6	0	0	0	0	11	0	0	0	0	0	5	1	4	0	0	12	5	4	2	2	10	5	1	10	3	1	1	0	5	0	0	0	0	1	2	0	0	0	5	4	7	5	5	6	0	1	3	4	3	0	9	7	0	1	2	0	4	0	0	1	0	0	0	1	147	71	33	17	4	0	0	35	6	32	17	0	0	4	2	7	6	3	3	1	0	0	1	11	6	6	5	1	11	1	1	3	0	0	4	2	6	0	0	0	0	11	0	0	0	0	0	5	1	4	0	0	12	5	4	2	2	10	5	1	10	3	1	1	0	5	0	0	0	0	1	2	0	0	0	5	4	7	5	5	6	0	1	3	4	3	0	9	7	0	1	2	0	4	0	0	1	0	0	0	1	147	71	33	17	4	0	0	35	6	32	17	0	0
GCF_014107495.1	1	1	8	11	3	4	1	0	0	4	15	7	8	9	2	12	0	2	7	0	0	4	2	5	0	0	0	0	12	0	0	0	0	1	7	1	4	0	0	16	7	7	3	0	13	8	2	3	1	2	2	0	5	0	0	0	0	4	1	0	0	0	5	1	5	3	5	10	0	4	3	0	6	1	14	8	0	13	3	0	4	0	0	1	0	0	0	2	177	90	43	12	7	0	0	42	8	44	23	10	1	1	1	8	11	3	4	1	0	0	4	15	7	8	9	2	12	0	2	7	0	0	4	2	5	0	0	0	0	12	0	0	0	0	1	7	1	4	0	0	16	7	7	3	0	13	8	2	3	1	2	2	0	5	0	0	0	0	4	1	0	0	0	5	1	5	3	5	10	0	4	3	0	6	1	14	8	0	13	3	0	4	0	0	1	0	0	0	2	177	90	43	12	7	0	0	42	8	44	23	10	1
GCF_014109845.1	4	2	4	2	2	1	0	0	0	3	12	6	7	9	1	11	0	1	6	0	0	4	2	9	1	0	0	1	12	0	0	0	0	0	6	5	1	1	1	8	4	4	2	2	8	5	1	1	1	5	1	0	12	0	0	0	0	7	4	1	3	0	9	8	10	11	4	4	1	3	4	4	3	0	13	7	0	2	1	0	5	0	0	0	0	0	0	1	173	80	45	26	3	0	0	36	7	43	13	0	1	4	2	4	2	2	1	0	0	0	3	12	6	7	9	1	11	0	1	6	0	0	4	2	9	1	0	0	1	12	0	0	0	0	0	6	5	1	1	1	8	4	4	2	2	8	5	1	1	1	5	1	0	12	0	0	0	0	7	4	1	3	0	9	8	10	11	4	4	1	3	4	4	3	0	13	7	0	2	1	0	5	0	0	0	0	0	0	1	173	80	45	26	3	0	0	36	7	43	13	0	1
GCF_014117325.1	4	2	5	11	4	4	3	0	1	4	13	8	7	10	3	8	2	2	6	0	0	2	2	6	1	0	0	0	12	1	0	0	1	0	6	4	2	0	0	11	3	3	2	2	10	6	1	5	2	2	2	0	6	0	0	0	0	7	1	1	1	0	9	0	4	6	6	8	1	2	3	3	5	0	11	5	0	7	2	0	5	0	0	1	0	0	0	1	169	78	42	16	6	0	0	40	8	47	16	4	1	4	2	5	11	4	4	3	0	1	4	13	8	7	10	3	8	2	2	6	0	0	2	2	6	1	0	0	0	12	1	0	0	1	0	6	4	2	0	0	11	3	3	2	2	10	6	1	5	2	2	2	0	6	0	0	0	0	7	1	1	1	0	9	0	4	6	6	8	1	2	3	3	5	0	11	5	0	7	2	0	5	0	0	1	0	0	0	1	169	78	42	16	6	0	0	40	8	47	16	4	1
GCF_014126615.1	6	5	10	8	2	3	0	0	1	7	17	8	11	10	1	7	2	1	6	0	0	4	2	8	1	3	2	0	10	0	0	0	0	0	6	4	3	0	0	11	5	4	2	2	8	5	1	5	3	2	2	0	12	0	0	0	0	13	2	1	3	0	11	9	9	10	3	6	1	3	3	4	3	0	18	7	0	11	3	0	4	0	0	1	0	0	2	1	209	91	72	35	4	0	2	43	8	48	15	5	1	6	5	10	8	2	3	0	0	1	7	17	8	11	10	1	7	2	1	6	0	0	4	2	8	1	3	2	0	10	0	0	0	0	0	6	4	3	0	0	11	5	4	2	2	8	5	1	5	3	2	2	0	12	0	0	0	0	13	2	1	3	0	11	9	9	10	3	6	1	3	3	4	3	0	18	7	0	11	3	0	4	0	0	1	0	0	2	1	209	91	72	35	4	0	2	43	8	48	15	5	1
GCF_014126825.1	3	6	6	3	1	2	1	0	7	3	14	7	7	8	1	9	2	2	7	0	0	3	2	6	0	1	2	1	14	1	0	0	1	1	6	5	1	0	0	8	4	3	2	0	5	4	0	4	2	2	1	0	12	1	1	0	0	9	4	0	2	0	8	2	6	9	3	7	0	4	3	4	3	0	15	7	0	7	2	0	4	2	0	1	0	0	3	1	185	93	52	29	5	0	3	45	9	49	10	4	1	3	6	6	3	1	2	1	0	7	3	14	7	7	8	1	9	2	2	7	0	0	3	2	6	0	1	2	1	14	1	0	0	1	1	6	5	1	0	0	8	4	3	2	0	5	4	0	4	2	2	1	0	12	1	1	0	0	9	4	0	2	0	8	2	6	9	3	7	0	4	3	4	3	0	15	7	0	7	2	0	4	2	0	1	0	0	3	1	185	93	52	29	5	0	3	45	9	49	10	4	1
GCF_014131755.1	5	2	7	10	3	1	1	0	2	3	10	7	8	8	2	9	2	2	6	0	0	3	2	7	0	0	0	0	8	0	0	3	0	0	6	0	1	0	0	9	9	9	4	2	13	5	1	0	1	1	0	1	8	0	0	0	0	6	4	0	1	0	9	1	7	5	5	5	2	2	3	3	4	0	2	6	0	3	3	0	5	0	0	4	0	0	1	2	150	72	34	16	5	0	0	38	7	28	18	0	0	5	2	7	10	3	1	1	0	2	3	10	7	8	8	2	9	2	2	6	0	0	3	2	7	0	0	0	0	8	0	0	3	0	0	6	0	1	0	0	9	9	9	4	2	13	5	1	0	1	1	0	1	8	0	0	0	0	6	4	0	1	0	9	1	7	5	5	5	2	2	3	3	4	0	2	6	0	3	3	0	5	0	0	4	0	0	1	2	150	72	34	16	5	0	0	38	7	28	18	0	0
