accession	genome_size_bp	gc_percent	genes_total	genes_proteinCoding	checkm_completeness	checkm_contamination	coding_density
GCF_003351765.1	3918911	72.5	3647	3540	99.41	0.84	91.351883214495
GCF_003352005.1	4103611	37	4035	3832	67.4	20.62	80.9320620302461
GCF_003382565.3	4464425	51	4155	3907	89.49	1.05	85.4169573909294
GCF_003403095.1	4701725	55	4377	4280	97.78	5.36	88.3910479664379
GCF_003429285.1	4440293	48	3866	3735	98.99	0.4	85.4896962880603
GCF_003595175.1	4949615	64.5	4539	4348	97.6	1.21	87.0076763546256
GCF_003627755.1	8025568	59.5	7572	7202	99.18	1.49	86.8040118780378
GCF_003710085.1	4041717	73	3901	3809	97.18	0.89	92.309753503276
GCF_003931855.1	5288676	46.5	4750	4520	99.65	0.56	85.4152721777625
GCF_003935895.2	4713964	54.5	4553	4366	100	0.83	88.6644658296075
GCF_003940825.1	6049604	64	5566	5352	99.68	0.22	88.1363474369562
GCF_003952225.1	6632345	51	6083	5885	98.99	1.41	87.8716351456385
GCF_003955735.1	4910324	50	4308	4194	98.87	1.57	86.1120569640619
GCF_003990335.1	4628354	46.5	4142	4025	97.76	6.33	89.5458298997873
GCF_003991425.1	6497679	46.5	5874	5644	98.56	0.57	85.4209326130146
GCF_004006175.1	5080916	56	4951	4721	97.51	0.34	87.521954702656
GCF_004124235.1	4803435	48	4438	4251	99.67	0.64	86.2144486185407
GCF_004135975.1	4688868	64.5	4221	4113	99.51	0.46	87.9338040652883
GCF_004168365.1	4728975	58.5	4081	3974	99.13	2.27	89.1716069549955
GCF_004295345.1	4718011	44.5	4057	3829	93.68	0.79	84.7568180743962
GCF_004322775.1	4169359	71.5	3836	3734	99.16	0.42	91.052821308983
GCF_004323735.1	5814190	72	5076	4957	96.96	3.01	82.4773872198879
GCF_004337365.2	4701441	34	4113	4026	93.56	2.78	89.7928103319812
GCF_004347775.1	4804510	49.5	4008	3938	98.06	1.31	85.9646665320709
GCF_004421105.1	4022640	50.5	3879	3733	87.32	8.66	86.476443330748
GCF_004564375.1	4017744	72	3973	3902	97.94	0.55	93.2134053339387
GCF_004683965.1	3974362	70.5	3918	3831	97.95	0.83	93.0853052640902
GCF_005280735.1	8576517	63	7827	7544	99.85	1.16	86.1752620556807
GCF_005473905.2	4817678	33	3868	3735	99.38	1.55	79.7005528389403
GCF_005577435.1	4475055	51	4208	4028	99.72	0.11	86.8562062365714
GCF_005862305.2	7533049	61	7310	7053	99.65	0.03	87.5054708923306
GCF_005887635.2	5468583	70	4865	4734	98.39	1.17	84.7999015467078
GCF_006228385.1	4159483	47.5	3804	3688	99.66	0.38	88.8184180582058
GCF_006494815.1	4434294	71.5	4366	4092	89.19	0.72	91.3419813841843
GCF_006542275.1	5619468	58.5	4759	4621	91.41	5.2	84.3678618687748
GCF_006738645.1	5832650	70	5550	5455	99.29	1.32	93.3344534645487
GCF_006965545.2	4040495	43	4016	3900	99.35	0.81	83.2348511754129
GCF_006970865.1	4387497	64.5	4256	4112	98.11	0.74	91.8955158259937
GCF_006974105.1	4737690	57.5	4404	4289	97.85	1.38	91.1291789880722
GCF_007004545.3	5851320	43.5	5052	4836	99.76	0.78	83.4659358913886
GCF_007197555.1	6449204	45	5781	5276	92.9	1.29	83.4044015354453
GCF_007197575.1	4092907	69	3813	3720	99.58	0	90.3558766422008
GCF_007559025.1	4013250	71	3682	3586	100	0.28	89.1243755061359
GCF_007833215.1	4154291	65.5	3982	3890	97.53	1	91.2793061439365
GCF_007922615.2	4855325	65	4755	4668	86.76	13.22	90.6499564910691
GCF_007971225.1	5528026	38	4700	4638	99.54	3.21	85.363057264926
GCF_008329965.1	4012482	43	3652	3554	99.19	0.81	91.7867544327925
GCF_008727715.1	6024790	63	5794	5671	99.43	1.22	88.6804353346756
GCF_008727795.1	4172991	50	3889	3788	99.07	2.68	91.2437625674247
GCF_008761635.1	3998545	71.5	3927	3845	95.45	1.92	92.1592229173362
GCF_008973485.1	4351338	36	4206	4019	99.35	0.65	80.096053213977
GCF_009557615.1	4322926	39	3673	3576	89.69	5.93	89.3087691068503
GCF_009708215.1	5648255	71	5228	5134	100	0.84	91.698692782107
GCF_009740285.1	4372196	46.5	4039	3919	94.4	2.17	89.5863543171441
GCF_009762325.1	3934770	62.5	3854	3795	92.93	7.11	91.2965687956348
GCF_009762795.1	3909950	60	3606	3527	99.63	0.28	88.3011291704498
GCF_009792295.1	3766904	36.5	3357	3218	96.72	0.65	86.3759203844855
GCF_009792355.1	3864763	63.5	3969	3900	95.84	0.6	91.1076824115735
GCF_009817885.1	5098052	58	4772	4551	99.9	1.04	87.1938732676717
GCF_009831415.1	4710154	47	4307	4118	99.69	0.65	85.7253074952539
GCF_009905215.1	3882676	53	3185	3104	98.12	0	91.2860099580805
GCF_009906855.1	5873400	68.5	5492	5311	94.73	0.15	92.6178703987469
GCF_009913235.1	4352178	50.5	3686	3625	100	0.46	84.9925255814445
GCF_009931655.1	4965849	54.5	4151	4051	86.32	11.13	84.3077387169848
GCF_010092985.1	4344619	45.5	3781	3687	84.82	4.39	84.105487730915
GCF_010119935.1	6743310	58	5939	5755	99.17	0.99	84.3776424337603
GCF_010725725.1	5484749	67.5	5380	5256	99.22	1.19	93.343286994537
GCF_010725885.1	6328149	68	6130	6014	99.34	3.29	93.6195560502763
GCF_010726245.1	5925482	66.5	5733	5627	99.48	0.81	93.310434492924
GCF_010726955.1	4156821	70.5	4021	3869	97.84	0.04	92.1161387512236
GCF_010728155.1	4029398	67.5	4002	3759	97.33	1.25	89.4316719271713
GCF_010729305.1	5732362	68.5	5571	5392	99.83	1.05	93.3393599357473
GCF_010729485.1	4396654	68.5	4125	3992	96.63	0.69	92.4677948276121
GCF_010729665.1	5940375	69	5668	5511	99.2	2	92.1451760200324
GCF_010729895.1	5876557	67.5	5564	5442	99.52	1.29	92.7450886633109
GCF_010731595.1	5531300	68.5	5198	5035	98.34	0.44	91.9584003760418
GCF_010731615.1	4577045	69	4331	4195	98.41	1.16	92.6322987866626
GCF_011009015.1	6687090	40	6166	6005	99.51	2.29	84.9262534226398
GCF_011046535.1	5120341	73.5	5170	5040	97.66	1.61	93.3162654596637
GCF_011057975.1	3859475	64.5	3845	3772	99.56	0	91.3932335356493
GCF_011420305.2	4264922	72.5	4108	4030	98.65	0.65	91.5105364177821
GCF_011492945.1	4584100	67	4660	4509	85.21	20.28	88.6899936737855
GCF_011492965.1	4420351	69	4651	4324	77.7	14.38	86.2945272898012
GCF_012584515.1	3837686	52	3521	3385	91.89	3.85	87.7145498615572
GCF_012849055.1	6049537	55	5224	5026	89.35	3.19	87.9708314867733
GCF_012932215.1	3962631	60.5	3840	3777	98.27	1.65	90.6146194283546
GCF_013003965.1	4563145	67	4356	4293	86.47	20.52	94.5578762016109
GCF_013003985.1	3958808	66	3862	3798	85.66	15.73	94.6019609943195
GCF_013177455.1	4391338	73.5	4187	4112	97.73	0.12	91.9810545214238
GCF_013285385.1	4705628	52	4549	4376	100	0.21	88.3399835261096
GCF_013374995.1	6401699	63	5831	5619	99.48	1.55	88.9010245561374
GCF_013394595.1	4512651	34.5	3912	3843	100	0.38	88.7071701312599
GCF_013394655.1	4560973	34.5	3968	3901	100	0.7	89.3936666584082
GCF_013466985.1	4624782	71.5	4974	4517	82.55	2.03	89.4657521154511
GCF_014126825.1	4353844	71	4091	3904	97.62	0	88.9964821890725
GCF_014235185.1	6490139	74	6384	6255	95.09	8.99	92.1291362172675
GCF_014268275.3	6240195	60	5802	5621	100	0.51	89.1722934940334
GCF_014268445.2	6621778	59	5945	5799	99.68	0.19	87.9059823509637
GCF_014268485.2	6630739	59	5900	5726	99.68	0.08	87.8706129135832
GCF_014268595.2	6045338	60	5365	5221	99.36	0.08	87.8302751641017
GCF_014268885.2	5607668	64	5027	4860	99.52	0.11	88.5456307327752
GCF_014269225.2	5393636	63.5	4967	4797	99.96	0.14	89.0210796575816
GCF_014287515.2	3959994	41.5	3643	3488	89.13	11.62	88.3664975249963
GCF_014337215.1	3949724	49.5	3673	3552	99.06	1.15	89.1237463681007
GCF_014489595.1	4679990	68.5	4544	3910	81.62	0.2	91.2265624499198
GCF_014692875.1	5825361	38.5	4971	4819	94.13	4.04	87.0064190013289
GCF_014863585.1	6563527	60.5	5919	5761	99.25	0.1	89.2678281052245
GCF_014863605.1	6565027	60.5	6094	5931	99.68	0.08	90.0361719761396
GCF_014946775.2	4469125	51.5	4099	3856	91.45	0.27	85.5015914748413
GCF_014960965.1	4448695	68	3953	3883	98.32	0	92.2841417539301
GCF_015500095.1	5631885	52	4904	4822	99.69	0	88.1037343624737
GCF_015644725.1	3765169	49.5	3473	3120	88.9	1	86.2249742309044
GCF_015679185.1	5426070	41.5	4468	4393	97.89	1.75	82.786252296782
GCF_015679265.1	4199362	67	4203	4121	99.61	0.66	90.0738255001593
GCF_016132545.1	4078570	56.5	3711	3636	100	0.19	90.4409143400751
GCF_016653635.2	7569752	67.5	7097	6872	98.92	3.27	87.7057002660061
GCF_016743815.1	4262007	64.5	4159	3825	90.33	2.6	89.3349776290842
GCF_016772315.1	4077558	51	4046	3944	96.7	2.4	92.6388048925362
GCF_016807805.1	6650762	68	6379	6013	85.93	6.58	87.680554498868
GCF_016925535.1	4012379	61.5	3459	3346	91.28	1.72	81.753717682203
GCF_016925615.1	5699854	70	5206	5064	91.47	1.68	90.784904315093
GCF_017355405.1	4898652	70.5	4589	4492	77.92	13.97	90.9023135344172
GCF_017498525.1	4320685	65.5	4123	3982	98.6	0.51	89.4866439002149
GCF_017569225.1	4395128	72.5	4030	3933	100	0	89.8459840077468
GCF_018135625.1	5649484	68	5167	5091	98.77	1.9	90.3083892263435
GCF_018141425.1	5626074	31	4859	4757	99.09	6.36	87.6989531243279
GCF_018141445.1	6325483	36.5	5308	5203	99.09	5.91	86.5187686062867
GCF_018223345.1	3812587	48	3489	3353	93.7	1.13	87.9370096997131
GCF_018278905.1	5581157	65.5	4550	4365	98.09	0.39	90.2936254973655
GCF_018279705.1	5857905	62	5637	5368	93.71	0.96	87.2206360465047
GCF_018316795.1	6602217	72.5	5704	5566	99.22	1.8	84.6292540823787
GCF_018388425.1	3863826	72	3634	3555	96.96	0.11	92.0849179026178
GCF_018437505.1	5864354	69.5	5470	5291	89.55	6.7	85.4457626534824
GCF_018459925.1	4580814	73	4494	4356	94.59	2.34	91.2385222364409
GCF_018968705.1	5870232	58.5	5057	4902	99.57	0.88	89.1104303884412
GCF_019039255.1	4901775	72.5	4954	4642	92.74	2.99	90.5425687633561
GCF_019139535.1	5527654	65	4945	4787	99.68	0.11	88.6131621118109
GCF_019139675.1	5758328	64	5142	4968	99.68	0.24	89.8354001369842
GCF_019139795.1	6228218	60	5668	5455	99.68	0.4	87.4089667381585
GCF_019139815.1	6107031	60.5	5618	5444	100	0.4	89.7595574674502
GCF_019139835.1	5987104	64	5322	5134	99.68	0.32	87.6875030064619
GCF_019139895.1	6147080	64.5	5463	5283	99.36	0.48	87.722626027317
GCF_019141525.1	6307666	61	5706	5553	99.86	0.08	88.398545515885
GCF_019263705.2	6305989	73.5	6210	6075	94.93	8.34	90.8574848449625
GCF_019456655.1	5998503	68	5756	5630	98.97	2.18	92.9916514170286
GCF_019891395.1	4052255	60	3875	3792	93.4	2.21	89.9972237680008
GCF_019900845.1	4913533	44	3889	3807	99.16	2.42	87.4422131692206
GCF_019930585.1	4298284	67	4156	4048	96.13	4.01	90.7061283060868
GCF_020883455.1	4172350	69.5	3904	3821	94.48	5.69	87.8478315577552
GCF_020991065.1	4471533	73	4377	4282	99.05	1.28	92.052345358963
GCF_021044565.1	4318731	66	4016	3920	97.16	1.84	90.123232958941
GCF_021049245.1	4031766	39	4096	3952	98.71	0.58	84.1902283019402
GCF_021049285.1	4270413	67.5	3858	3786	99.16	0	91.9063097644186
GCF_021172065.1	5015040	54	4701	4539	100	0	88.48942381317
GCF_021183825.1	5364211	45	4359	4272	99.68	0.97	87.4524137846181
GCF_021184025.1	5632343	62	5193	5087	88.88	4.97	87.3056381686982
GCF_021216675.1	5691859	69	5326	5122	98.86	1.33	86.7539937303437
GCF_021227995.1	5698134	66	5227	5116	96.87	7.13	89.5251322625968
GCF_021233055.1	7333475	49.5	6130	6051	93.43	4.59	87.0640589897695
GCF_021432765.1	3922746	64.5	3766	3651	98.64	0.11	90.2032402811704
GCF_021560035.1	3829764	39.5	3861	3677	98.73	1.29	84.3711779629241
GCF_022059845.1	6384545	63.5	6169	6072	99.59	0	90.1416780678968
GCF_022200785.1	4929029	35.5	4163	4085	98.82	3.89	86.7351561534736
GCF_022267555.1	3906720	41.5	3298	3168	98.4	2.68	87.3848138591965
GCF_022370635.2	6183573	66.5	6073	5909	99.83	2.09	93.0929900884165
GCF_022370835.2	3936223	70.5	3785	3685	99.12	0.39	92.6944687839078
GCF_022374935.2	4980142	67.5	4677	4567	98.1	1.49	92.5513569693394
GCF_022760175.1	4040482	38.5	3405	3324	99.99	0.32	89.2998409595687
GCF_022846615.1	5481269	70.5	5265	5184	72.38	18.37	90.9715797564396
GCF_022870745.1	5359900	58.5	4359	4291	98.86	1.4	90.2554338700349
GCF_023556315.2	4029301	32	3550	3495	100	0.65	90.7209215692747
GCF_023923205.1	3771308	69	3524	3440	99.16	0.42	90.9906589437935
GCF_023983615.1	4799068	51.5	4193	4104	99.52	0.96	86.7293191094604
GCF_024112395.2	6609381	60.5	6064	5872	100	1.58	89.1696514393708
GCF_024220175.1	5138448	73	5062	4937	93.23	4.93	91.7474303525111
GCF_025345565.1	4067951	53.5	3660	3583	98.95	2.16	89.662977749732
GCF_025398155.2	6289366	67	5191	5057	98.4	1.19	87.0506820560292
GCF_025639805.1	4812735	42	3869	3804	97.79	1.22	91.3219198646923
GCF_026191725.2	5942770	55	5508	5422	99.45	0.82	88.9505735540834
GCF_026278245.1	5054860	52.5	4305	4228	92.79	11.18	84.3679943658183
GCF_026278345.1	5582807	57	4703	4625	100	0.61	89.1930707975397
GCF_026810445.1	5739290	58	5233	4936	99.36	0.4	86.7480646560811
GCF_026898135.2	6311744	62	5789	5565	99.68	0.27	88.9277195019316
GCF_027625475.1	4429509	66	4227	4072	98.7	2.32	89.8021202801484
GCF_027923765.1	3762062	49.5	3539	3445	99.63	0.74	89.0920457982883
GCF_028607085.1	4310851	67.5	4204	4107	98.52	1.71	90.4955425274499
GCF_028735875.1	4064600	40	4180	4051	100	0.16	87.9623579195985
GCF_028736175.1	5170823	43.5	4238	4142	91.55	7.41	86.4185256389554
GCF_028747805.1	4107949	37	4071	3864	92.47	9.06	82.5481280317745
GCF_029277445.1	6242368	60	6109	5937	99.39	2.11	87.2011070157991
GCF_029323795.1	5066785	38.5	4187	4121	99.68	0.65	90.224491467469
GCF_029542625.1	4161809	29.5	4029	3847	98.01	1.32	84.2780146806353
GCF_030252245.1	4893483	40.5	4128	3990	99.09	0.34	84.9528444259437
GCF_030254645.1	5324202	68.5	4934	4838	99.85	1.16	93.2705032603947
GCF_030263935.1	4939088	42	4705	4473	99.67	0.56	84.0689212259429
GCF_030271835.1	4105600	38	3742	3607	85.38	8.11	85.4962733826968
GCF_030315915.2	3801551	43	3499	3370	98.4	0.72	85.5776234489554
GCF_030369675.1	4398809	61.5	4172	4074	99.63	0.44	89.0613345566948
GCF_030413595.1	3955745	46.5	3917	3785	87.97	19.54	85.8342992280847
GCF_030549525.1	4686432	67.5	4274	4158	98.78	1.54	90.0482072502066
GCF_030845195.1	4097636	46	3336	3297	99.49	0.5	92.2118509306342
GCF_030863885.1	4566970	64	4572	4296	99.02	1.91	88.6291129567306
GCF_031583595.1	4806223	38	4029	3919	84.89	5.95	87.7199206112575
GCF_031599675.1	6472393	50.5	5758	5592	99.11	1.87	87.0579552261428
GCF_032191775.1	3889336	59.5	3719	3613	97.17	0.59	92.2244568224499
GCF_032268605.1	6303770	56	5731	5561	98	0	87.8133878615495
GCF_032911225.1	4900776	39	4061	3946	85.33	8.22	87.1922528187373
GCF_033170385.1	5041847	68.5	4296	4187	96.57	3.32	87.2396365855608
GCF_033954455.1	5466623	61.5	4949	4785	99.52	0.67	87.5268150007784
GCF_034259205.1	4153408	42.5	4162	4103	95.77	0	93.5291933756568
GCF_034661175.1	4403084	72.5	4234	4165	99.54	0.74	92.6270541284245
GCF_034661235.1	4546893	70.5	4423	4352	98.58	1.23	92.4402663533098
GCF_035621475.1	5351178	61.5	4964	4756	98.67	2.32	86.6229267649105
GCF_035930445.1	3952559	65.5	3715	3649	94.73	8.5	91.6271205565812
GCF_036670025.1	6231504	38.5	6214	5812	99.35	6.1	81.221307087342
GCF_039652435.2	4362107	44.5	3722	3666	84.65	5.72	90.8599903670405
GCF_040024445.1	5475811	68.5	5094	4958	98.76	0.68	89.7349634602071
GCF_040105105.1	5365325	62	5203	4966	97.87	4.16	88.9703978789729
GCF_040529045.1	4807150	69.5	4099	4001	97.07	3.48	87.2728747802752
GCF_041428715.1	5312210	44.5	5088	4899	100	3.42	86.3191214202752
GCF_041428845.1	5829736	43.5	5466	5241	98.35	4.91	84.6751894082339
GCF_041953405.1	4453698	41	4069	3931	97.32	3.96	85.4210366306831
GCF_041953975.1	4330635	41	3941	3772	97.4	1.85	83.8057929148959
GCF_042756445.1	3901071	73.5	3710	3639	97.6	1.88	91.9459297203255
GCF_042853465.1	4429217	49.5	3960	3892	100	0.19	88.1761268413808
GCF_044501175.1	6131055	38	5092	5004	96.87	3.87	90.7582789585153
GCF_044501755.1	4099393	65.5	3798	3713	99.01	1.05	88.2743372006538
GCF_046237595.1	4610304	45	4632	4458	98.39	1.03	82.6011907240824
GCF_046237605.1	4408267	45.5	4426	4248	99.35	0.34	82.012886243052
GCF_046237625.1	4270749	45.5	4285	4081	98.23	0.51	82.0811056795892
GCF_046237635.1	5112234	41.5	4972	4677	99.35	1.87	76.6198495608769
GCF_046237645.1	4200439	42.5	4091	3932	98.24	0.81	77.8662420761259
GCF_048629425.1	5148745	57.5	4300	4193	93.32	3.03	85.9608312316885
GCF_050469745.1	4126227	43	3870	3721	99.52	1.17	85.8380549591673
GCF_900217235.1	4217908	53	4015	3915	99.18	0.37	88.9219964020078
GCF_900637205.1	5461769	69	5241	5130	99.66	1.93	93.2678771291866
GCF_901538355.1	6690754	58	5172	5066	97.85	2.44	88.6010455622789
GCF_902459535.1	8347503	62.5	7552	7344	99.85	0.47	86.5142785812716
GCF_907165195.1	3980026	39	3569	3516	99.5	1.73	93.2832850840673
GCF_000008865.2	5594605	50.5	5417	5155	99.51	0.15	84.8949479007008
GCF_000219045.1	2035931	33	2008	1928	99.33	0.1	92.2231156163937
GCF_000240185.1	5682322	57	5867	5779	97.27	0.79	88.005889141798
GCF_000577895.1	3617025	29.5	3391	3279	98.76	2.74	86.5780302873218
GCF_000732945.1	2359448	65.5	2175	2007	97.1	0.41	88.6309848744283
GCF_000747315.1	2328278	65	2364	2243	97.07	0.45	91.2926205547619
GCF_000817955.1	3618700	62.5	3388	3288	97.63	1.37	90.6156078149612
GCF_000827125.1	3717645	56.5	3629	3496	94.74	1.85	89.0638293866144
GCF_000831645.3	2790548	37.5	2499	2397	98.97	1.82	82.2221298468975
GCF_000963865.1	3274259	45	3034	2977	99.35	0.32	91.5389405663999
GCF_000981765.1	2495242	44	2319	2263	80.24	4.42	90.5651636194005
GCF_001017655.1	2949723	63.5	2477	2403	98.12	3.45	89.3883595171479
GCF_001020985.1	3474226	52.5	3157	3071	99.45	0.21	87.5961437166149
GCF_001021025.1	2692072	58	2501	2405	99.91	0	88.2807740654782
GCF_001021065.1	2419437	65.5	2240	2145	98.77	0	89.7629076516562
GCF_001027025.1	2169170	42.5	2103	2036	96.69	0.12	91.6736355380168
GCF_001050475.1	2590556	36.5	2596	2516	98.47	0	86.8981407852214
GCF_001077815.2	3226359	58.5	3146	3060	94.89	6.67	91.0750167603791
GCF_001277995.1	3033893	55.5	2866	2723	99.49	0.12	86.940409566191
GCF_001509405.1	3629239	72	3491	3418	97.52	1.15	90.7655571870577
GCF_001543325.1	2966978	30	2659	2589	98.22	0.65	90.3575287716997
GCF_001553565.1	3051613	72.5	2630	2497	98.56	0.56	87.9255003829123
GCF_001564455.1	2542486	54	2465	2343	95.86	3.2	84.2924995457202
GCF_001611975.1	2467625	55.5	2307	2204	95.39	0.11	88.9787954004357
GCF_001643015.1	3217288	51.5	2965	2844	99.38	0.33	87.6187646241182
GCF_001644565.1	2971983	62.5	2795	2728	98.36	0.23	86.2191674716847
GCF_001663175.1	3090363	65.5	2934	2867	90.6	6.43	91.4402288663176
GCF_001663815.1	2908964	60.5	2645	2583	96.71	1.35	89.7740570182374
GCF_001678905.1	2392314	62.5	2111	2021	97.64	2.68	90.5426294374401
GCF_001693335.1	1594790	41	1530	1465	95.09	2.66	90.9190551734084
GCF_001697225.1	3243537	68	3146	3033	96.63	1.12	91.2588017340329
GCF_001701045.1	3585187	55	3249	3157	99.69	0.9	87.3698917239184
GCF_001704615.3	3812268	38	3723	3535	99.5	1.64	85.6010647729908
GCF_001747405.1	2797276	56.5	2633	2533	96.88	3.56	86.5890959633587
GCF_001856685.1	2207832	52	1819	1750	98.46	1.18	90.2384329967135
GCF_001886615.1	3543891	68	3340	3231	99.5	1.74	89.8055273144688
GCF_001889005.1	2978889	38	2698	2625	91.37	6.18	91.7325888947188
GCF_001941445.1	2926437	61	2484	2405	99.07	0.55	84.3894127910493
GCF_001941505.1	2594799	74.5	2359	2291	99.07	0.1	91.0759561723278
GCF_001953175.1	2092789	54	2187	2111	87.22	22.71	88.3429242030611
GCF_002005145.1	3240180	45.5	3225	3074	100	1.2	85.165916708331
GCF_002021985.1	1705426	30.5	1741	1660	95.35	1.52	91.6695887127322
GCF_002165375.2	3737289	42.5	3608	3444	99.82	1.8	85.5965380252905
GCF_002216795.1	3568502	70.5	3298	3105	89.58	12.1	89.8431330569522
GCF_002240035.1	3272100	39.5	2966	2863	98.45	1.43	88.6392225176492
GCF_002327105.1	3351776	68.5	3048	2936	85.1	5.9	87.9181066992544
GCF_002892535.1	2820660	36.5	2598	2509	81.93	1.84	90.4808449086384
GCF_002952055.1	2774417	60	2522	2360	77.19	2.72	87.2757051301229
GCF_002998435.1	3361794	47.5	2779	2620	99.11	0	88.5013775383025
GCF_003024525.3	3710871	40.5	3520	3312	99.63	7.41	85.3027227300545
GCF_003055625.1	3464207	47	2993	2924	98.38	1.11	90.3939920449326
GCF_003065405.1	2511302	65	2353	2222	99.9	0.48	87.5254748333733
GCF_003065605.1	3717741	70.5	3653	3582	96.76	1.34	93.0415002013319
GCF_003070865.1	2357924	66	2282	2184	100	0.41	90.4521943879447
GCF_003070885.1	3052052	70	2910	2839	82.76	5.16	91.2642379618696
GCF_003097535.1	3552756	43.5	2982	2912	98.64	0.78	90.8909027245327
GCF_003130795.1	6776313	70	6327	6009	91.52	5.2	88.2176192274472
GCF_003143535.1	3116291	38	2658	2606	96.49	0	92.4528550125775
GCF_003148385.1	3441304	35	3243	3059	91.32	0.47	91.526671285071
GCF_003173015.1	3052043	67	3095	3020	96.52	0.82	90.8704431752764
GCF_003233655.1	6316263	68	5639	5458	96.61	3.58	87.342468165116
GCF_003325455.1	3432872	68.5	3177	3075	98.38	0	89.1730597587093
GCF_003347135.1	1839233	32.5	1802	1681	96.59	0.48	89.8403301811135
GCF_003355455.1	3372129	62	3469	3342	91.41	6.87	90.9526296295308
GCF_003366055.1	1174272	33.5	1132	1080	87.93	0	84.3351455199477
GCF_003600355.1	2819963	31	2651	2516	98.76	0.16	84.542527685647
GCF_003710105.1	3432109	74	3025	2947	100	0	90.7944065879027
GCF_003813965.1	2986773	57	2162	2061	97.37	0.64	75.4888637335345
GCF_003813985.1	2263210	58.5	2139	2061	99.9	0	90.5726379788
GCF_003814005.1	2348160	58	2237	2158	100	0	89.3918216816571
GCF_003860525.1	3276391	36	3065	2967	100	0	88.4888891466251
GCF_003860585.1	3230102	36.5	3018	2931	99.5	1.9	88.0742156130054
GCF_003955755.1	2950593	37	2773	2632	99.49	3.13	85.8292214480276
GCF_003971195.1	2830639	59.5	2643	2473	93.4	3.08	85.7663587621028
GCF_004010955.1	3107761	69.5	2624	2511	98.25	0.47	85.2858054399936
GCF_004022485.1	3682614	38	3257	3171	84.05	4.75	85.6436216231188
GCF_004028235.1	3211982	70.5	3063	2922	92.1	6.65	89.8883617654146
GCF_004101785.1	2356157	42.5	2315	2218	98.28	0	90.256379349933
GCF_004103735.1	2750839	42.5	2599	2494	99.09	0.45	88.9490442734017
GCF_004114895.1	2370062	58	2209	2128	99.59	0	89.6057993419582
GCF_004151275.2	2944828	34.5	2829	2707	98.1	0.31	89.1362415733619
GCF_004208635.1	3478815	69.5	3144	3059	91.05	16.51	89.9934316714169
GCF_004571195.1	2666749	51	2405	2318	99.91	0	90.7026120568528
GCF_004795735.1	2477061	61	2235	2135	99.9	0	87.5227134091571
GCF_004798665.1	3600355	69.5	3038	2914	99.61	0.35	85.843062697984
GCF_004803715.2	3040302	69	2818	2711	81.26	4.59	89.7625959526389
GCF_005144965.1	2880809	65	3766	2781	48.45	1.04	86.5537423688971
GCF_005280655.1	3588860	44.5	3558	3455	98.1	3.54	89.6938860808168
GCF_005849285.1	3145891	54.5	2826	2753	100	0	88.576304773433
GCF_006337065.1	3437203	69	3267	3164	85.32	5.01	91.5536556903971
GCF_006542685.1	2962376	61.5	2485	2406	95.37	2.29	90.5002943583124
GCF_006965445.1	2696018	38	2626	2313	83.87	2.08	80.1992419931914
GCF_007164725.1	2407548	48	2239	2150	97.11	5.37	84.2752875539761
GCF_007559005.1	3233079	67	3010	2923	99.16	0.45	91.9601407822079
GCF_007795095.1	2917404	70.5	2722	2499	77.77	3.79	91.5445718179587
GCF_007904085.1	3524308	41	3543	3424	98.68	0.26	87.6568393000839
GCF_007954405.1	3333437	68	3203	3109	93.09	1.95	91.8765526392129
GCF_007993795.1	3409178	40	3123	3020	97.73	0.32	89.6603521435372
GCF_008014775.2	3694897	45	3361	3240	95.38	0	79.7104763678122
GCF_008152325.1	3083380	31	3231	2990	96.75	6.54	87.2294689593887
GCF_008365315.1	3082251	59	2824	2703	92.06	3.28	88.7199971708988
GCF_008630915.1	3373643	39.5	3141	3011	99.99	0.23	87.7794419860074
GCF_008805035.1	1993063	55.5	2080	1943	86.77	0.45	83.0747447521729
GCF_009557235.1	2767765	40.5	2665	2514	97.67	0.36	85.4353964299715
GCF_009649075.1	3682026	70	3593	3526	96.31	1.05	93.1487718989491
GCF_009649955.1	3218981	43	3093	2908	97.16	0	85.9187736740291
GCF_009650215.1	3715454	72.5	3712	3614	97.06	2.1	93.5746748580389
GCF_009734385.1	2510218	58.5	2446	2366	99.45	0.21	91.2115601115122
GCF_009734405.1	2887268	66.5	2757	2665	99.81	0.86	90.5586180430774
GCF_009734425.1	3218058	62.5	2928	2816	99.49	0.86	86.5354198090898
GCF_009913655.1	3223643	44.5	3030	2929	99.02	1.72	84.0163132207878
GCF_010378095.2	3148369	58	3195	3076	96.89	2.53	89.0552536884971
GCF_010669305.1	3334849	45	3141	3030	98.18	0.45	88.3171621863539
GCF_011038645.2	2218231	64.5	2173	2084	99.76	0.82	91.7426093134574
GCF_011038655.2	2607882	61.5	2384	2294	99.42	0	88.083893366341
GCF_011100465.1	2348096	38	2359	2198	98.66	3.98	86.6071915287961
GCF_011290485.1	2989870	61	2991	2815	97.06	0.28	89.6195486760294
GCF_011299095.1	2350884	40.5	2372	2238	96.91	2.07	87.4274953591926
GCF_011405655.1	2908404	63	2500	2421	96.05	2.52	87.1470057117237
GCF_011578045.1	3571042	38.5	3264	3117	99.06	0.89	84.3461096229056
GCF_011578285.1	3428714	41.5	3115	2930	99.21	0.68	85.055008962544
GCF_012222825.1	1674180	32	1584	1494	90.04	0.51	90.0598501953195
